,feature,size
9058,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '4', 't.production_year', '<', '1999', 'ci.role_id', '=', '9', 'mk.keyword_id', '<', '2488']",17558.0
9059,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '>', '1', 't.production_year', '>', '2011', 'mi_idx.info_type_id', '>', '99']",28408.0
9060,"['t.id', '=', 'mc.movie_id', 'mc.company_id', '<', '1532', 'mc.company_type_id', '=', '2']",224701.0
9061,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 't.production_year', '<', '2010', 'mi.info_type_id', '<', '7']",41879156.0
9062,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '2013', 'mc.company_type_id', '=', '1', 'ci.person_id', '<', '912843']",7916.0
9063,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '2011', 'mc.company_id', '<', '84501', 'mi_idx.info_type_id', '>', '99']",62035.0
9064,"['t.id', '=', 'ci.movie_id', 't.kind_id', '<', '7', 't.production_year', '=', '1997', 'ci.person_id', '>', '460019', 'ci.role_id', '>', '10']",2342.0
9065,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '1995', 'mc.company_id', '>', '90685']",3711115.0
9066,"['mk.keyword_id', '<', '1860']",1383861.0
9067,"['mc.company_id', '=', '17610', 'mc.company_type_id', '=', '1']",15.0
9068,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 'mi.info_type_id', '>', '1', 'mi_idx.info_type_id', '=', '99']",6599196.0
9069,"['t.id', '=', 'ci.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '1984']",18208072.0
9070,"['ci.person_id', '<', '1250257']",12677399.0
9071,"['t.id', '=', 'ci.movie_id', 'ci.person_id', '=', '2747905']",4.0
9072,"['mc.company_id', '<', '67', 'mc.company_type_id', '=', '1']",161275.0
9073,"['t.id', '=', 'mi.movie_id', 't.kind_id', '=', '1', 't.production_year', '=', '1993']",71153.0
9074,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 'mi.info_type_id', '<', '7', 'mi_idx.info_type_id', '=', '100']",2320240.0
9075,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '2010', 'mi_idx.info_type_id', '<', '101']",36630.0
9076,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 't.production_year', '=', '1957']",5616.0
9077,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '>', '1', 't.production_year', '<', '2010', 'ci.person_id', '>', '730208']",92110698.0
9078,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '>', '1', 'mc.company_id', '>', '16403', 'mc.company_type_id', '<', '2']",291232.0
9079,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.production_year', '>', '1995', 'mc.company_type_id', '<', '2', 'mi_idx.info_type_id', '<', '100']",418422.0
9080,"['t.id', '=', 'ci.movie_id', 't.kind_id', '=', '7', 'ci.person_id', '<', '4729']",18879.0
9081,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '4', 'mi_idx.info_type_id', '>', '100', 'mk.keyword_id', '=', '117']",19510.0
9082,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.production_year', '>', '1936', 'mi.info_type_id', '=', '15', 'mi_idx.info_type_id', '>', '100']",566311.0
9083,"['mk.keyword_id', '>', '88934']",76261.0
9084,"['t.id', '=', 'mi.movie_id', 't.production_year', '>', '2010', 'mi.info_type_id', '>', '16']",248948.0
9085,"['t.id', '=', 'mk.movie_id', 't.kind_id', '>', '2', 't.production_year', '>', '2008']",276999.0
9086,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 'ci.person_id', '>', '347491', 'ci.role_id', '=', '3', 'mi_idx.info_type_id', '>', '99']",2807611.0
9087,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '2009']",54078924.0
9088,"['t.id', '=', 'ci.movie_id', 't.kind_id', '<', '7', 'ci.person_id', '>', '1649593', 'ci.role_id', '=', '1']",276720.0
9089,"['mc.company_id', '<', '25610', 'mc.company_type_id', '=', '2']",581414.0
9090,"['t.id', '=', 'mi.movie_id', 't.kind_id', '<', '7', 't.production_year', '<', '2008', 'mi.info_type_id', '>', '5']",5007445.0
9091,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '7', 't.production_year', '<', '2010', 'mc.company_id', '=', '54430', 'mc.company_type_id', '<', '2']",3.0
9092,"['t.id', '=', 'mc.movie_id', 't.kind_id', '<', '2', 't.production_year', '<', '1997', 'mc.company_id', '>', '4803', 'mc.company_type_id', '=', '2']",304894.0
9093,"['mc.company_id', '=', '63099', 'mc.company_type_id', '>', '1']",6.0
9094,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '2007', 'mi_idx.info_type_id', '=', '101']",124619.0
9095,"['t.id', '=', 'mc.movie_id', 'mc.company_id', '>', '14898', 'mc.company_type_id', '<', '2']",217693.0
9096,"['mc.company_id', '=', '475', 'mc.company_type_id', '=', '1']",3454.0
9097,"['mc.company_id', '>', '29639']",807122.0
9098,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 't.production_year', '<', '2011', 'mi.info_type_id', '>', '98']",6767783.0
9099,"['t.id', '=', 'mi_idx.movie_id', 't.production_year', '>', '1990', 'mi_idx.info_type_id', '>', '101']",120.0
9100,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '>', '4', 'mi_idx.info_type_id', '=', '100']",147460.0
9101,"['t.id', '=', 'mc.movie_id', 't.kind_id', '>', '1', 't.production_year', '<', '1996', 'mc.company_id', '>', '47507', 'mc.company_type_id', '>', '1']",99595.0
9102,"['mk.keyword_id', '>', '21422']",857180.0
9103,"['ci.person_id', '<', '4035384']",36078150.0
9104,"['mc.company_id', '<', '1501']",755563.0
9105,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '2008']",4401296.0
9106,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 't.kind_id', '<', '7', 'mc.company_id', '=', '145', 'mc.company_type_id', '<', '2', 'ci.role_id', '<', '9']",17697.0
9107,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 'ci.person_id', '>', '2140344', 'ci.role_id', '=', '5']",1150823.0
9108,"['t.id', '=', 'mc.movie_id', 't.kind_id', '>', '4', 't.production_year', '>', '1986']",476574.0
9109,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '3', 't.production_year', '=', '2010', 'mk.keyword_id', '<', '16264']",5282971.0
9110,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 'mc.company_id', '=', '4589', 'mc.company_type_id', '<', '2', 'mi_idx.info_type_id', '=', '99']",154.0
9111,"['t.id', '=', 'mi.movie_id', 't.kind_id', '<', '4', 't.production_year', '=', '1994', 'mi.info_type_id', '<', '16']",68670.0
9112,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '1', 't.production_year', '=', '1902', 'mi_idx.info_type_id', '<', '100']",353.0
9113,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 'mk.keyword_id', '>', '2860']",1019924.0
9114,"['t.id', '=', 'mk.movie_id', 't.kind_id', '>', '1', 't.production_year', '>', '1973']",1496723.0
9115,"['mk.keyword_id', '<', '4842']",2283115.0
9116,"['ci.person_id', '>', '2443506', 'ci.role_id', '=', '2']",1979643.0
9117,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 'mi.info_type_id', '>', '98']",31841602.0
9118,"['t.id', '=', 'mc.movie_id', 't.kind_id', '>', '2', 't.production_year', '>', '1989', 'mc.company_id', '<', '31542', 'mc.company_type_id', '=', '2']",201012.0
9119,"['mc.company_id', '<', '46']",182418.0
9120,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 'mc.company_id', '=', '91850', 'mi.info_type_id', '=', '16']",11.0
9121,"['t.id', '=', 'mc.movie_id', 't.kind_id', '=', '1', 't.production_year', '>', '1998']",522988.0
9122,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '<', '2012', 'mi_idx.info_type_id', '=', '101', 'mk.keyword_id', '>', '29033']",478375.0
9123,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 'mc.company_id', '=', '1454', 'mc.company_type_id', '=', '1', 'mi_idx.info_type_id', '=', '99']",7.0
9124,"['t.id', '=', 'mi.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '2006', 'mi.info_type_id', '<', '2']",220907.0
9125,"['t.id', '=', 'mi_idx.movie_id', 't.production_year', '<', '1962']",147040.0
9126,"['mc.company_id', '>', '17928', 'mc.company_type_id', '>', '1']",804200.0
9127,"['mc.company_id', '=', '73277']",15.0
9128,"['mc.company_id', '<', '125']",255726.0
9129,"['t.id', '=', 'mk.movie_id', 'mk.keyword_id', '=', '30246']",248.0
9130,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 'mc.company_id', '=', '23141']",1199.0
9131,"['t.id', '=', 'mk.movie_id', 't.kind_id', '>', '4', 't.production_year', '<', '1974', 'mk.keyword_id', '<', '6428']",42544.0
9132,"['mk.keyword_id', '=', '851']",2672.0
9133,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 'mc.company_id', '<', '475']",774062.0
9134,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 'mk.keyword_id', '=', '335']",1168108.0
9135,"['t.id', '=', 'mi.movie_id', 't.kind_id', '<', '7', 'mi.info_type_id', '<', '8']",5898132.0
9136,"['t.id', '=', 'mc.movie_id', 't.kind_id', '=', '1', 't.production_year', '=', '2010', 'mc.company_id', '<', '688', 'mc.company_type_id', '<', '2']",1737.0
9137,"['t.id', '=', 'ci.movie_id', 'ci.person_id', '<', '272203']",2818840.0
9138,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 't.production_year', '<', '2006', 'mi.info_type_id', '>', '16', 'mk.keyword_id', '>', '80128']",2094970.0
9139,"['t.id', '=', 'mc.movie_id', 't.kind_id', '>', '1', 't.production_year', '=', '1951']",3315.0
9140,"['t.id', '=', 'mc.movie_id', 't.kind_id', '=', '7', 't.production_year', '=', '1981', 'mc.company_id', '<', '7144', 'mc.company_type_id', '=', '2']",1591.0
9141,"['t.id', '=', 'mc.movie_id', 't.kind_id', '=', '4', 't.production_year', '=', '1998']",3834.0
9142,"['t.id', '=', 'mi.movie_id', 't.kind_id', '<', '7', 'mi.info_type_id', '=', '15']",364525.0
9143,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '1965', 'mi.info_type_id', '=', '4']",874852.0
9144,"['t.id', '=', 'mi.movie_id', 't.kind_id', '>', '1', 't.production_year', '>', '1990', 'mi.info_type_id', '>', '5']",3012957.0
9145,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '4', 't.production_year', '<', '1997']",411378.0
9146,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 'ci.role_id', '=', '3']",4575848.0
9147,"['t.id', '=', 'ci.movie_id', 't.production_year', '>', '1965', 'ci.person_id', '>', '3278270', 'ci.role_id', '<', '9']",948389.0
9148,"['mc.company_id', '<', '77339', 'mc.company_type_id', '>', '1']",885152.0
9149,"['t.id', '=', 'mi.movie_id', 't.kind_id', '=', '7', 't.production_year', '<', '2010', 'mi.info_type_id', '<', '4']",466344.0
9150,"['mk.keyword_id', '>', '783']",3714105.0
9151,"['t.id', '=', 'mc.movie_id', 't.production_year', '>', '2008', 'mc.company_id', '>', '30447', 'mc.company_type_id', '<', '2']",18038.0
9152,"['mk.keyword_id', '<', '21415']",3665732.0
9153,"['ci.person_id', '<', '2563611', 'ci.role_id', '>', '10']",82419.0
9154,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 't.production_year', '<', '2010']",59379972.0
9155,"['mk.keyword_id', '>', '46804']",356990.0
9156,"['t.id', '=', 'mk.movie_id', 'mk.keyword_id', '=', '17539']",45.0
9157,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.production_year', '=', '1999', 'mc.company_type_id', '=', '1']",43405.0
9158,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 't.kind_id', '=', '1', 't.production_year', '=', '1980', 'ci.person_id', '>', '2407280']",81976.0
9159,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 'mi.info_type_id', '<', '5']",22989858.0
9160,"['mk.keyword_id', '>', '7270']",1885930.0
9161,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 't.production_year', '<', '2011', 'mc.company_type_id', '=', '1', 'ci.person_id', '>', '1983654', 'ci.role_id', '>', '1']",18574373.0
9162,"['ci.person_id', '<', '475983']",4897702.0
9163,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '1', 't.production_year', '<', '1985', 'mi.info_type_id', '=', '7', 'mi_idx.info_type_id', '=', '99']",220503.0
9164,"['t.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 't.production_year', '=', '2011']",103028.0
9165,"['t.id', '=', 'mc.movie_id', 'mc.company_id', '=', '6']",62075.0
9166,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '2006']",733210.0
9167,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '3', 't.production_year', '>', '2004', 'mi.info_type_id', '=', '16', 'mi_idx.info_type_id', '=', '100']",297555.0
9168,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '>', '1', 't.production_year', '>', '2007', 'mc.company_id', '=', '222', 'mc.company_type_id', '<', '2']",51.0
9169,"['t.id', '=', 'mc.movie_id', 't.production_year', '>', '1992']",1458199.0
9170,"['t.id', '=', 'mk.movie_id', 't.kind_id', '<', '7', 't.production_year', '<', '2002', 'mk.keyword_id', '<', '382']",284112.0
9171,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '>', '2001']",103264407.0
9172,"['t.id', '=', 'mi.movie_id', 't.kind_id', '=', '7', 't.production_year', '=', '1999', 'mi.info_type_id', '>', '16']",6740.0
9173,"['ci.person_id', '>', '3138622', 'ci.role_id', '=', '4']",436700.0
9174,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '7', 't.production_year', '=', '1987', 'ci.person_id', '<', '1750961', 'ci.role_id', '>', '2']",27981.0
9175,"['mk.keyword_id', '=', '73']",4017.0
9176,"['ci.person_id', '=', '828569', 'ci.role_id', '<', '2']",12.0
9177,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '>', '1', 'ci.role_id', '=', '10']",9662850.0
9178,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 'mc.company_id', '<', '33283', 'mc.company_type_id', '<', '2']",46543225.0
9179,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 'ci.role_id', '=', '10', 'mk.keyword_id', '>', '2171']",39274264.0
9180,"['t.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '4', 't.production_year', '>', '2005', 'mi_idx.info_type_id', '<', '100']",81638.0
9181,"['mk.keyword_id', '<', '4016']",2143608.0
9182,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '1', 't.production_year', '<', '2002', 'mc.company_id', '<', '85378']",1208664.0
9183,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '1', 't.production_year', '>', '2012', 'mc.company_type_id', '=', '1']",67181.0
9184,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '1982', 'mi.info_type_id', '>', '5']",56872045.0
9185,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'ci.movie_id', 'mc.company_id', '>', '7851', 'mc.company_type_id', '=', '2', 'ci.person_id', '=', '96154', 'ci.role_id', '>', '1']",10.0
9186,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '1', 't.production_year', '=', '2008', 'mi_idx.info_type_id', '=', '101']",31587.0
9187,"['mk.keyword_id', '=', '3896']",83.0
9188,"['ci.person_id', '=', '2486825', 'ci.role_id', '>', '1']",1.0
9189,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 't.production_year', '>', '1982', 'mc.company_id', '<', '83025', 'mi.info_type_id', '<', '7']",9820104.0
9190,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.production_year', '=', '1976', 'mi.info_type_id', '>', '2', 'mi_idx.info_type_id', '>', '99']",94864.0
9191,"['ci.person_id', '<', '1483454']",15033554.0
9192,"['t.id', '=', 'mk.movie_id', 't.kind_id', '=', '1', 't.production_year', '>', '2013']",5453.0
9193,"['t.id', '=', 'ci.movie_id', 't.production_year', '<', '1994', 'ci.person_id', '>', '2457560', 'ci.role_id', '>', '9']",582846.0
9194,"['mc.company_id', '<', '5223']",1015449.0
9195,"['ci.person_id', '<', '2918951', 'ci.role_id', '=', '1']",12670688.0
9196,"['t.id', '=', 'mk.movie_id', 't.production_year', '=', '1994', 'mk.keyword_id', '=', '555']",14.0
9197,"['t.production_year', '=', '1990']",23040.0
9198,"['t.id', '=', 'mi.movie_id', 't.production_year', '=', '1967', 'mi.info_type_id', '=', '2']",8129.0
9199,"['ci.person_id', '=', '987651', 'ci.role_id', '>', '2']",42.0
9200,"['t.id', '=', 'ci.movie_id', 'ci.person_id', '<', '332459']",3461024.0
9201,"['mk.keyword_id', '=', '13436']",637.0
9202,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '<', '7', 'mc.company_id', '<', '400', 'mi.info_type_id', '<', '4']",643980.0
9203,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi.movie_id', 't.production_year', '=', '1992', 'ci.role_id', '>', '5']",1990422.0
9204,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.production_year', '>', '1996']",25065594.0
9205,"['mk.keyword_id', '=', '31694']",63.0
9206,"['mk.keyword_id', '=', '7311']",44.0
9207,"['t.id', '=', 'mk.movie_id', 'mk.keyword_id', '=', '2197']",2713.0
9208,"['t.id', '=', 'mk.movie_id', 'mk.keyword_id', '=', '29231']",9.0
9209,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '7', 't.production_year', '=', '2012', 'mi_idx.info_type_id', '<', '100']",41546.0
9210,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '>', '1999', 'mk.keyword_id', '=', '419']",790.0
9211,"['ci.person_id', '<', '166377', 'ci.role_id', '<', '4']",1330506.0
9212,"['t.id', '=', 'mk.movie_id', 't.production_year', '=', '2008']",202128.0
9213,"['t.id', '=', 'mc.movie_id', 't.production_year', '=', '2001', 'mc.company_id', '>', '30']",50361.0
9214,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '2009', 'mi.info_type_id', '>', '15', 'mk.keyword_id', '>', '12082']",180065.0
9215,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 'ci.role_id', '>', '3', 'mi_idx.info_type_id', '>', '101']",15187.0
9216,"['mk.keyword_id', '>', '80818']",106664.0
9217,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.production_year', '>', '1994', 'mi_idx.info_type_id', '<', '101']",17690970.0
9218,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '<', '7', 't.production_year', '>', '2004', 'ci.person_id', '>', '1839361', 'ci.role_id', '>', '4']",2120108.0
9219,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '>', '1', 't.production_year', '<', '1987', 'mk.keyword_id', '<', '2408']",1514884.0
9220,"['ci.person_id', '=', '1484178']",299.0
9221,"['t.id', '=', 'ci.movie_id', 't.id', '=', 'mk.movie_id', 't.production_year', '>', '2010', 'ci.role_id', '=', '2', 'mk.keyword_id', '<', '7601']",1450337.0
9222,"['mk.keyword_id', '<', '1376']",1158608.0
9223,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 'mc.company_id', '<', '146918']",33882582.0
9224,"['t.id', '=', 'mc.movie_id', 't.production_year', '<', '2004']",1591698.0
9225,"['t.kind_id', '<', '7', 't.production_year', '=', '1914']",8125.0
9226,"['t.id', '=', 'ci.movie_id', 't.production_year', '<', '2011', 'ci.person_id', '<', '755272']",6567319.0
9227,"['t.id', '=', 'mi.movie_id', 't.id', '=', 'mi_idx.movie_id', 't.kind_id', '=', '1', 'mi.info_type_id', '=', '8']",717196.0
9228,"['t.id', '=', 'ci.movie_id', 't.kind_id', '<', '7', 'ci.person_id', '>', '3166676', 'ci.role_id', '=', '4']",127843.0
9229,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '=', '7', 't.production_year', '>', '2009', 'mc.company_type_id', '=', '2', 'mi.info_type_id', '<', '18']",418104.0
9230,"['t.id', '=', 'mk.movie_id', 't.kind_id', '<', '4', 't.production_year', '>', '2001']",1167657.0
9231,"['t.id', '=', 'ci.movie_id', 't.kind_id', '>', '1', 't.production_year', '=', '1973', 'ci.role_id', '<', '4']",92157.0
9232,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mi.movie_id', 't.kind_id', '>', '3', 't.production_year', '>', '1959', 'mi.info_type_id', '<', '4']",1357312.0
9233,"['t.id', '=', 'mi.movie_id', 't.kind_id', '=', '1', 'mi.info_type_id', '<', '4']",2178007.0
9234,"['t.id', '=', 'mi_idx.movie_id', 't.id', '=', 'mk.movie_id', 't.kind_id', '=', '7', 't.production_year', '<', '2000', 'mk.keyword_id', '<', '4368']",176982.0
9235,"['t.id', '=', 'ci.movie_id', 't.kind_id', '=', '1', 't.production_year', '>', '1967', 'ci.person_id', '>', '3290569', 'ci.role_id', '>', '4']",1010347.0
9236,"['mk.keyword_id', '>', '3344']",2580565.0
9237,"['t.id', '=', 'mc.movie_id', 't.id', '=', 'mk.movie_id', 'mc.company_type_id', '<', '2', 'mk.keyword_id', '=', '870']",73490.0
9238,"['mk.keyword_id', '>', '4255']",2347817.0
9239,"['t.id', '=', 'ci.movie_id', 'ci.person_id', '=', '935744']",106.0
